row_id,date,country,store,product,num_sold,year,month,day,day_of_week,store_encoded,country_encoded,product_encoded
43,2015-01-03,Norway,KaggleMart,Kaggle Hat,930,2015,1,3,Saturday,0,1,0
44,2015-01-03,Norway,KaggleMart,Kaggle Sticker,254,2015,1,3,Saturday,0,1,2
47,2015-01-03,Norway,KaggleRama,Kaggle Sticker,451,2015,1,3,Saturday,1,1,2
48,2015-01-03,Sweden,KaggleMart,Kaggle Mug,420,2015,1,3,Saturday,0,2,1
49,2015-01-03,Sweden,KaggleMart,Kaggle Hat,630,2015,1,3,Saturday,0,2,0
50,2015-01-03,Sweden,KaggleMart,Kaggle Sticker,173,2015,1,3,Saturday,0,2,2
51,2015-01-03,Sweden,KaggleRama,Kaggle Mug,734,2015,1,3,Saturday,1,2,1
53,2015-01-03,Sweden,KaggleRama,Kaggle Sticker,319,2015,1,3,Saturday,1,2,2
54,2015-01-04,Finland,KaggleMart,Kaggle Mug,332,2015,1,4,Sunday,0,0,1
55,2015-01-04,Finland,KaggleMart,Kaggle Hat,544,2015,1,4,Sunday,0,0,0
56,2015-01-04,Finland,KaggleMart,Kaggle Sticker,125,2015,1,4,Sunday,0,0,2
57,2015-01-04,Finland,KaggleRama,Kaggle Mug,582,2015,1,4,Sunday,1,0,1
58,2015-01-04,Finland,KaggleRama,Kaggle Hat,873,2015,1,4,Sunday,1,0,0
59,2015-01-04,Finland,KaggleRama,Kaggle Sticker,245,2015,1,4,Sunday,1,0,2
60,2015-01-04,Norway,KaggleMart,Kaggle Mug,589,2015,1,4,Sunday,0,1,1
61,2015-01-04,Norway,KaggleMart,Kaggle Hat,889,2015,1,4,Sunday,0,1,0
62,2015-01-04,Norway,KaggleMart,Kaggle Sticker,255,2015,1,4,Sunday,0,1,2
65,2015-01-04,Norway,KaggleRama,Kaggle Sticker,455,2015,1,4,Sunday,1,1,2
66,2015-01-04,Sweden,KaggleMart,Kaggle Mug,406,2015,1,4,Sunday,0,2,1
67,2015-01-04,Sweden,KaggleMart,Kaggle Hat,697,2015,1,4,Sunday,0,2,0
68,2015-01-04,Sweden,KaggleMart,Kaggle Sticker,169,2015,1,4,Sunday,0,2,2
69,2015-01-04,Sweden,KaggleRama,Kaggle Mug,657,2015,1,4,Sunday,1,2,1
71,2015-01-04,Sweden,KaggleRama,Kaggle Sticker,300,2015,1,4,Sunday,1,2,2
72,2015-01-05,Finland,KaggleMart,Kaggle Mug,243,2015,1,5,Monday,0,0,1
73,2015-01-05,Finland,KaggleMart,Kaggle Hat,378,2015,1,5,Monday,0,0,0
74,2015-01-05,Finland,KaggleMart,Kaggle Sticker,102,2015,1,5,Monday,0,0,2
75,2015-01-05,Finland,KaggleRama,Kaggle Mug,423,2015,1,5,Monday,1,0,1
76,2015-01-05,Finland,KaggleRama,Kaggle Hat,668,2015,1,5,Monday,1,0,0
77,2015-01-05,Finland,KaggleRama,Kaggle Sticker,187,2015,1,5,Monday,1,0,2
78,2015-01-05,Norway,KaggleMart,Kaggle Mug,435,2015,1,5,Monday,0,1,1
79,2015-01-05,Norway,KaggleMart,Kaggle Hat,671,2015,1,5,Monday,0,1,0
80,2015-01-05,Norway,KaggleMart,Kaggle Sticker,184,2015,1,5,Monday,0,1,2
81,2015-01-05,Norway,KaggleRama,Kaggle Mug,739,2015,1,5,Monday,1,1,1
83,2015-01-05,Norway,KaggleRama,Kaggle Sticker,310,2015,1,5,Monday,1,1,2
84,2015-01-05,Sweden,KaggleMart,Kaggle Mug,298,2015,1,5,Monday,0,2,1
85,2015-01-05,Sweden,KaggleMart,Kaggle Hat,442,2015,1,5,Monday,0,2,0
86,2015-01-05,Sweden,KaggleMart,Kaggle Sticker,127,2015,1,5,Monday,0,2,2
87,2015-01-05,Sweden,KaggleRama,Kaggle Mug,512,2015,1,5,Monday,1,2,1
88,2015-01-05,Sweden,KaggleRama,Kaggle Hat,796,2015,1,5,Monday,1,2,0
89,2015-01-05,Sweden,KaggleRama,Kaggle Sticker,227,2015,1,5,Monday,1,2,2
90,2015-01-06,Finland,KaggleMart,Kaggle Mug,223,2015,1,6,Tuesday,0,0,1
91,2015-01-06,Finland,KaggleMart,Kaggle Hat,389,2015,1,6,Tuesday,0,0,0
92,2015-01-06,Finland,KaggleMart,Kaggle Sticker,99,2015,1,6,Tuesday,0,0,2
93,2015-01-06,Finland,KaggleRama,Kaggle Mug,407,2015,1,6,Tuesday,1,0,1
94,2015-01-06,Finland,KaggleRama,Kaggle Hat,636,2015,1,6,Tuesday,1,0,0
95,2015-01-06,Finland,KaggleRama,Kaggle Sticker,168,2015,1,6,Tuesday,1,0,2
96,2015-01-06,Norway,KaggleMart,Kaggle Mug,402,2015,1,6,Tuesday,0,1,1
97,2015-01-06,Norway,KaggleMart,Kaggle Hat,683,2015,1,6,Tuesday,0,1,0
98,2015-01-06,Norway,KaggleMart,Kaggle Sticker,181,2015,1,6,Tuesday,0,1,2
99,2015-01-06,Norway,KaggleRama,Kaggle Mug,681,2015,1,6,Tuesday,1,1,1
101,2015-01-06,Norway,KaggleRama,Kaggle Sticker,306,2015,1,6,Tuesday,1,1,2
102,2015-01-06,Sweden,KaggleMart,Kaggle Mug,256,2015,1,6,Tuesday,0,2,1
103,2015-01-06,Sweden,KaggleMart,Kaggle Hat,411,2015,1,6,Tuesday,0,2,0
104,2015-01-06,Sweden,KaggleMart,Kaggle Sticker,111,2015,1,6,Tuesday,0,2,2
105,2015-01-06,Sweden,KaggleRama,Kaggle Mug,471,2015,1,6,Tuesday,1,2,1
106,2015-01-06,Sweden,KaggleRama,Kaggle Hat,853,2015,1,6,Tuesday,1,2,0
107,2015-01-06,Sweden,KaggleRama,Kaggle Sticker,206,2015,1,6,Tuesday,1,2,2
108,2015-01-07,Finland,KaggleMart,Kaggle Mug,229,2015,1,7,Wednesday,0,0,1
109,2015-01-07,Finland,KaggleMart,Kaggle Hat,342,2015,1,7,Wednesday,0,0,0
110,2015-01-07,Finland,KaggleMart,Kaggle Sticker,91,2015,1,7,Wednesday,0,0,2
111,2015-01-07,Finland,KaggleRama,Kaggle Mug,356,2015,1,7,Wednesday,1,0,1
112,2015-01-07,Finland,KaggleRama,Kaggle Hat,576,2015,1,7,Wednesday,1,0,0
113,2015-01-07,Finland,KaggleRama,Kaggle Sticker,173,2015,1,7,Wednesday,1,0,2
114,2015-01-07,Norway,KaggleMart,Kaggle Mug,371,2015,1,7,Wednesday,0,1,1
115,2015-01-07,Norway,KaggleMart,Kaggle Hat,504,2015,1,7,Wednesday,0,1,0
116,2015-01-07,Norway,KaggleMart,Kaggle Sticker,149,2015,1,7,Wednesday,0,1,2
117,2015-01-07,Norway,KaggleRama,Kaggle Mug,653,2015,1,7,Wednesday,1,1,1
119,2015-01-07,Norway,KaggleRama,Kaggle Sticker,262,2015,1,7,Wednesday,1,1,2
120,2015-01-07,Sweden,KaggleMart,Kaggle Mug,256,2015,1,7,Wednesday,0,2,1
121,2015-01-07,Sweden,KaggleMart,Kaggle Hat,415,2015,1,7,Wednesday,0,2,0
122,2015-01-07,Sweden,KaggleMart,Kaggle Sticker,119,2015,1,7,Wednesday,0,2,2
123,2015-01-07,Sweden,KaggleRama,Kaggle Mug,442,2015,1,7,Wednesday,1,2,1
124,2015-01-07,Sweden,KaggleRama,Kaggle Hat,689,2015,1,7,Wednesday,1,2,0
125,2015-01-07,Sweden,KaggleRama,Kaggle Sticker,208,2015,1,7,Wednesday,1,2,2
126,2015-01-08,Finland,KaggleMart,Kaggle Mug,205,2015,1,8,Thursday,0,0,1
127,2015-01-08,Finland,KaggleMart,Kaggle Hat,355,2015,1,8,Thursday,0,0,0
128,2015-01-08,Finland,KaggleMart,Kaggle Sticker,93,2015,1,8,Thursday,0,0,2
129,2015-01-08,Finland,KaggleRama,Kaggle Mug,353,2015,1,8,Thursday,1,0,1
130,2015-01-08,Finland,KaggleRama,Kaggle Hat,581,2015,1,8,Thursday,1,0,0
131,2015-01-08,Finland,KaggleRama,Kaggle Sticker,163,2015,1,8,Thursday,1,0,2
132,2015-01-08,Norway,KaggleMart,Kaggle Mug,361,2015,1,8,Thursday,0,1,1
133,2015-01-08,Norway,KaggleMart,Kaggle Hat,574,2015,1,8,Thursday,0,1,0
134,2015-01-08,Norway,KaggleMart,Kaggle Sticker,163,2015,1,8,Thursday,0,1,2
135,2015-01-08,Norway,KaggleRama,Kaggle Mug,538,2015,1,8,Thursday,1,1,1
137,2015-01-08,Norway,KaggleRama,Kaggle Sticker,263,2015,1,8,Thursday,1,1,2
138,2015-01-08,Sweden,KaggleMart,Kaggle Mug,259,2015,1,8,Thursday,0,2,1
139,2015-01-08,Sweden,KaggleMart,Kaggle Hat,402,2015,1,8,Thursday,0,2,0
140,2015-01-08,Sweden,KaggleMart,Kaggle Sticker,121,2015,1,8,Thursday,0,2,2
141,2015-01-08,Sweden,KaggleRama,Kaggle Mug,493,2015,1,8,Thursday,1,2,1
142,2015-01-08,Sweden,KaggleRama,Kaggle Hat,723,2015,1,8,Thursday,1,2,0
143,2015-01-08,Sweden,KaggleRama,Kaggle Sticker,202,2015,1,8,Thursday,1,2,2
144,2015-01-09,Finland,KaggleMart,Kaggle Mug,223,2015,1,9,Friday,0,0,1
145,2015-01-09,Finland,KaggleMart,Kaggle Hat,344,2015,1,9,Friday,0,0,0
146,2015-01-09,Finland,KaggleMart,Kaggle Sticker,101,2015,1,9,Friday,0,0,2
147,2015-01-09,Finland,KaggleRama,Kaggle Mug,386,2015,1,9,Friday,1,0,1
148,2015-01-09,Finland,KaggleRama,Kaggle Hat,634,2015,1,9,Friday,1,0,0
149,2015-01-09,Finland,KaggleRama,Kaggle Sticker,165,2015,1,9,Friday,1,0,2
150,2015-01-09,Norway,KaggleMart,Kaggle Mug,338,2015,1,9,Friday,0,1,1
151,2015-01-09,Norway,KaggleMart,Kaggle Hat,566,2015,1,9,Friday,0,1,0
152,2015-01-09,Norway,KaggleMart,Kaggle Sticker,153,2015,1,9,Friday,0,1,2
153,2015-01-09,Norway,KaggleRama,Kaggle Mug,605,2015,1,9,Friday,1,1,1
155,2015-01-09,Norway,KaggleRama,Kaggle Sticker,258,2015,1,9,Friday,1,1,2
156,2015-01-09,Sweden,KaggleMart,Kaggle Mug,268,2015,1,9,Friday,0,2,1
157,2015-01-09,Sweden,KaggleMart,Kaggle Hat,422,2015,1,9,Friday,0,2,0
158,2015-01-09,Sweden,KaggleMart,Kaggle Sticker,121,2015,1,9,Friday,0,2,2
159,2015-01-09,Sweden,KaggleRama,Kaggle Mug,479,2015,1,9,Friday,1,2,1
160,2015-01-09,Sweden,KaggleRama,Kaggle Hat,731,2015,1,9,Friday,1,2,0
161,2015-01-09,Sweden,KaggleRama,Kaggle Sticker,194,2015,1,9,Friday,1,2,2
162,2015-01-10,Finland,KaggleMart,Kaggle Mug,280,2015,1,10,Saturday,0,0,1
163,2015-01-10,Finland,KaggleMart,Kaggle Hat,456,2015,1,10,Saturday,0,0,0
164,2015-01-10,Finland,KaggleMart,Kaggle Sticker,126,2015,1,10,Saturday,0,0,2
165,2015-01-10,Finland,KaggleRama,Kaggle Mug,469,2015,1,10,Saturday,1,0,1
166,2015-01-10,Finland,KaggleRama,Kaggle Hat,703,2015,1,10,Saturday,1,0,0
167,2015-01-10,Finland,KaggleRama,Kaggle Sticker,198,2015,1,10,Saturday,1,0,2
168,2015-01-10,Norway,KaggleMart,Kaggle Mug,433,2015,1,10,Saturday,0,1,1
169,2015-01-10,Norway,KaggleMart,Kaggle Hat,512,2015,1,10,Saturday,0,1,0
170,2015-01-10,Norway,KaggleMart,Kaggle Sticker,172,2015,1,10,Saturday,0,1,2
171,2015-01-10,Norway,KaggleRama,Kaggle Mug,602,2015,1,10,Saturday,1,1,1
173,2015-01-10,Norway,KaggleRama,Kaggle Sticker,326,2015,1,10,Saturday,1,1,2
174,2015-01-10,Sweden,KaggleMart,Kaggle Mug,332,2015,1,10,Saturday,0,2,1
175,2015-01-10,Sweden,KaggleMart,Kaggle Hat,547,2015,1,10,Saturday,0,2,0
176,2015-01-10,Sweden,KaggleMart,Kaggle Sticker,137,2015,1,10,Saturday,0,2,2
177,2015-01-10,Sweden,KaggleRama,Kaggle Mug,536,2015,1,10,Saturday,1,2,1
179,2015-01-10,Sweden,KaggleRama,Kaggle Sticker,254,2015,1,10,Saturday,1,2,2
180,2015-01-11,Finland,KaggleMart,Kaggle Mug,231,2015,1,11,Sunday,0,0,1
181,2015-01-11,Finland,KaggleMart,Kaggle Hat,447,2015,1,11,Sunday,0,0,0
182,2015-01-11,Finland,KaggleMart,Kaggle Sticker,114,2015,1,11,Sunday,0,0,2
183,2015-01-11,Finland,KaggleRama,Kaggle Mug,454,2015,1,11,Sunday,1,0,1
184,2015-01-11,Finland,KaggleRama,Kaggle Hat,676,2015,1,11,Sunday,1,0,0
185,2015-01-11,Finland,KaggleRama,Kaggle Sticker,205,2015,1,11,Sunday,1,0,2
186,2015-01-11,Norway,KaggleMart,Kaggle Mug,387,2015,1,11,Sunday,0,1,1
187,2015-01-11,Norway,KaggleMart,Kaggle Hat,679,2015,1,11,Sunday,0,1,0
188,2015-01-11,Norway,KaggleMart,Kaggle Sticker,170,2015,1,11,Sunday,0,1,2
189,2015-01-11,Norway,KaggleRama,Kaggle Mug,717,2015,1,11,Sunday,1,1,1
191,2015-01-11,Norway,KaggleRama,Kaggle Sticker,301,2015,1,11,Sunday,1,1,2
192,2015-01-11,Sweden,KaggleMart,Kaggle Mug,354,2015,1,11,Sunday,0,2,1
193,2015-01-11,Sweden,KaggleMart,Kaggle Hat,531,2015,1,11,Sunday,0,2,0
194,2015-01-11,Sweden,KaggleMart,Kaggle Sticker,142,2015,1,11,Sunday,0,2,2
195,2015-01-11,Sweden,KaggleRama,Kaggle Mug,538,2015,1,11,Sunday,1,2,1
196,2015-01-11,Sweden,KaggleRama,Kaggle Hat,882,2015,1,11,Sunday,1,2,0
197,2015-01-11,Sweden,KaggleRama,Kaggle Sticker,243,2015,1,11,Sunday,1,2,2
198,2015-01-12,Finland,KaggleMart,Kaggle Mug,197,2015,1,12,Monday,0,0,1
199,2015-01-12,Finland,KaggleMart,Kaggle Hat,324,2015,1,12,Monday,0,0,0
200,2015-01-12,Finland,KaggleMart,Kaggle Sticker,84,2015,1,12,Monday,0,0,2
201,2015-01-12,Finland,KaggleRama,Kaggle Mug,354,2015,1,12,Monday,1,0,1
202,2015-01-12,Finland,KaggleRama,Kaggle Hat,560,2015,1,12,Monday,1,0,0
203,2015-01-12,Finland,KaggleRama,Kaggle Sticker,151,2015,1,12,Monday,1,0,2
204,2015-01-12,Norway,KaggleMart,Kaggle Mug,323,2015,1,12,Monday,0,1,1
205,2015-01-12,Norway,KaggleMart,Kaggle Hat,510,2015,1,12,Monday,0,1,0
206,2015-01-12,Norway,KaggleMart,Kaggle Sticker,147,2015,1,12,Monday,0,1,2
207,2015-01-12,Norway,KaggleRama,Kaggle Mug,534,2015,1,12,Monday,1,1,1
208,2015-01-12,Norway,KaggleRama,Kaggle Hat,885,2015,1,12,Monday,1,1,0
209,2015-01-12,Norway,KaggleRama,Kaggle Sticker,265,2015,1,12,Monday,1,1,2
210,2015-01-12,Sweden,KaggleMart,Kaggle Mug,245,2015,1,12,Monday,0,2,1
211,2015-01-12,Sweden,KaggleMart,Kaggle Hat,360,2015,1,12,Monday,0,2,0
212,2015-01-12,Sweden,KaggleMart,Kaggle Sticker,118,2015,1,12,Monday,0,2,2
213,2015-01-12,Sweden,KaggleRama,Kaggle Mug,456,2015,1,12,Monday,1,2,1
214,2015-01-12,Sweden,KaggleRama,Kaggle Hat,642,2015,1,12,Monday,1,2,0
215,2015-01-12,Sweden,KaggleRama,Kaggle Sticker,168,2015,1,12,Monday,1,2,2
216,2015-01-13,Finland,KaggleMart,Kaggle Mug,186,2015,1,13,Tuesday,0,0,1
217,2015-01-13,Finland,KaggleMart,Kaggle Hat,318,2015,1,13,Tuesday,0,0,0
218,2015-01-13,Finland,KaggleMart,Kaggle Sticker,84,2015,1,13,Tuesday,0,0,2
219,2015-01-13,Finland,KaggleRama,Kaggle Mug,354,2015,1,13,Tuesday,1,0,1
220,2015-01-13,Finland,KaggleRama,Kaggle Hat,580,2015,1,13,Tuesday,1,0,0
221,2015-01-13,Finland,KaggleRama,Kaggle Sticker,149,2015,1,13,Tuesday,1,0,2
222,2015-01-13,Norway,KaggleMart,Kaggle Mug,311,2015,1,13,Tuesday,0,1,1
223,2015-01-13,Norway,KaggleMart,Kaggle Hat,522,2015,1,13,Tuesday,0,1,0
224,2015-01-13,Norway,KaggleMart,Kaggle Sticker,140,2015,1,13,Tuesday,0,1,2
225,2015-01-13,Norway,KaggleRama,Kaggle Mug,534,2015,1,13,Tuesday,1,1,1
226,2015-01-13,Norway,KaggleRama,Kaggle Hat,939,2015,1,13,Tuesday,1,1,0
227,2015-01-13,Norway,KaggleRama,Kaggle Sticker,231,2015,1,13,Tuesday,1,1,2
228,2015-01-13,Sweden,KaggleMart,Kaggle Mug,221,2015,1,13,Tuesday,0,2,1
229,2015-01-13,Sweden,KaggleMart,Kaggle Hat,355,2015,1,13,Tuesday,0,2,0
230,2015-01-13,Sweden,KaggleMart,Kaggle Sticker,101,2015,1,13,Tuesday,0,2,2
231,2015-01-13,Sweden,KaggleRama,Kaggle Mug,409,2015,1,13,Tuesday,1,2,1
232,2015-01-13,Sweden,KaggleRama,Kaggle Hat,653,2015,1,13,Tuesday,1,2,0
233,2015-01-13,Sweden,KaggleRama,Kaggle Sticker,173,2015,1,13,Tuesday,1,2,2
234,2015-01-14,Finland,KaggleMart,Kaggle Mug,187,2015,1,14,Wednesday,0,0,1
235,2015-01-14,Finland,KaggleMart,Kaggle Hat,324,2015,1,14,Wednesday,0,0,0
236,2015-01-14,Finland,KaggleMart,Kaggle Sticker,86,2015,1,14,Wednesday,0,0,2
237,2015-01-14,Finland,KaggleRama,Kaggle Mug,337,2015,1,14,Wednesday,1,0,1
238,2015-01-14,Finland,KaggleRama,Kaggle Hat,547,2015,1,14,Wednesday,1,0,0
239,2015-01-14,Finland,KaggleRama,Kaggle Sticker,142,2015,1,14,Wednesday,1,0,2
240,2015-01-14,Norway,KaggleMart,Kaggle Mug,325,2015,1,14,Wednesday,0,1,1
241,2015-01-14,Norway,KaggleMart,Kaggle Hat,495,2015,1,14,Wednesday,0,1,0
242,2015-01-14,Norway,KaggleMart,Kaggle Sticker,144,2015,1,14,Wednesday,0,1,2
243,2015-01-14,Norway,KaggleRama,Kaggle Mug,545,2015,1,14,Wednesday,1,1,1
244,2015-01-14,Norway,KaggleRama,Kaggle Hat,946,2015,1,14,Wednesday,1,1,0
245,2015-01-14,Norway,KaggleRama,Kaggle Sticker,247,2015,1,14,Wednesday,1,1,2
246,2015-01-14,Sweden,KaggleMart,Kaggle Mug,235,2015,1,14,Wednesday,0,2,1
247,2015-01-14,Sweden,KaggleMart,Kaggle Hat,339,2015,1,14,Wednesday,0,2,0
248,2015-01-14,Sweden,KaggleMart,Kaggle Sticker,102,2015,1,14,Wednesday,0,2,2
249,2015-01-14,Sweden,KaggleRama,Kaggle Mug,402,2015,1,14,Wednesday,1,2,1
250,2015-01-14,Sweden,KaggleRama,Kaggle Hat,649,2015,1,14,Wednesday,1,2,0
251,2015-01-14,Sweden,KaggleRama,Kaggle Sticker,177,2015,1,14,Wednesday,1,2,2
252,2015-01-15,Finland,KaggleMart,Kaggle Mug,184,2015,1,15,Thursday,0,0,1
253,2015-01-15,Finland,KaggleMart,Kaggle Hat,295,2015,1,15,Thursday,0,0,0
254,2015-01-15,Finland,KaggleMart,Kaggle Sticker,77,2015,1,15,Thursday,0,0,2
255,2015-01-15,Finland,KaggleRama,Kaggle Mug,306,2015,1,15,Thursday,1,0,1
256,2015-01-15,Finland,KaggleRama,Kaggle Hat,569,2015,1,15,Thursday,1,0,0
257,2015-01-15,Finland,KaggleRama,Kaggle Sticker,149,2015,1,15,Thursday,1,0,2
258,2015-01-15,Norway,KaggleMart,Kaggle Mug,316,2015,1,15,Thursday,0,1,1
259,2015-01-15,Norway,KaggleMart,Kaggle Hat,505,2015,1,15,Thursday,0,1,0
260,2015-01-15,Norway,KaggleMart,Kaggle Sticker,135,2015,1,15,Thursday,0,1,2
261,2015-01-15,Norway,KaggleRama,Kaggle Mug,564,2015,1,15,Thursday,1,1,1
263,2015-01-15,Norway,KaggleRama,Kaggle Sticker,252,2015,1,15,Thursday,1,1,2
264,2015-01-15,Sweden,KaggleMart,Kaggle Mug,220,2015,1,15,Thursday,0,2,1
265,2015-01-15,Sweden,KaggleMart,Kaggle Hat,362,2015,1,15,Thursday,0,2,0
266,2015-01-15,Sweden,KaggleMart,Kaggle Sticker,94,2015,1,15,Thursday,0,2,2
267,2015-01-15,Sweden,KaggleRama,Kaggle Mug,363,2015,1,15,Thursday,1,2,1
268,2015-01-15,Sweden,KaggleRama,Kaggle Hat,593,2015,1,15,Thursday,1,2,0
269,2015-01-15,Sweden,KaggleRama,Kaggle Sticker,157,2015,1,15,Thursday,1,2,2
270,2015-01-16,Finland,KaggleMart,Kaggle Mug,196,2015,1,16,Friday,0,0,1
271,2015-01-16,Finland,KaggleMart,Kaggle Hat,292,2015,1,16,Friday,0,0,0
272,2015-01-16,Finland,KaggleMart,Kaggle Sticker,89,2015,1,16,Friday,0,0,2
273,2015-01-16,Finland,KaggleRama,Kaggle Mug,332,2015,1,16,Friday,1,0,1
274,2015-01-16,Finland,KaggleRama,Kaggle Hat,474,2015,1,16,Friday,1,0,0
275,2015-01-16,Finland,KaggleRama,Kaggle Sticker,151,2015,1,16,Friday,1,0,2
276,2015-01-16,Norway,KaggleMart,Kaggle Mug,347,2015,1,16,Friday,0,1,1
277,2015-01-16,Norway,KaggleMart,Kaggle Hat,514,2015,1,16,Friday,0,1,0
278,2015-01-16,Norway,KaggleMart,Kaggle Sticker,171,2015,1,16,Friday,0,1,2
279,2015-01-16,Norway,KaggleRama,Kaggle Mug,571,2015,1,16,Friday,1,1,1
281,2015-01-16,Norway,KaggleRama,Kaggle Sticker,253,2015,1,16,Friday,1,1,2
282,2015-01-16,Sweden,KaggleMart,Kaggle Mug,213,2015,1,16,Friday,0,2,1
283,2015-01-16,Sweden,KaggleMart,Kaggle Hat,376,2015,1,16,Friday,0,2,0
284,2015-01-16,Sweden,KaggleMart,Kaggle Sticker,98,2015,1,16,Friday,0,2,2
285,2015-01-16,Sweden,KaggleRama,Kaggle Mug,396,2015,1,16,Friday,1,2,1
286,2015-01-16,Sweden,KaggleRama,Kaggle Hat,635,2015,1,16,Friday,1,2,0
287,2015-01-16,Sweden,KaggleRama,Kaggle Sticker,180,2015,1,16,Friday,1,2,2
288,2015-01-17,Finland,KaggleMart,Kaggle Mug,220,2015,1,17,Saturday,0,0,1
289,2015-01-17,Finland,KaggleMart,Kaggle Hat,427,2015,1,17,Saturday,0,0,0
290,2015-01-17,Finland,KaggleMart,Kaggle Sticker,111,2015,1,17,Saturday,0,0,2
291,2015-01-17,Finland,KaggleRama,Kaggle Mug,406,2015,1,17,Saturday,1,0,1
292,2015-01-17,Finland,KaggleRama,Kaggle Hat,701,2015,1,17,Saturday,1,0,0
293,2015-01-17,Finland,KaggleRama,Kaggle Sticker,176,2015,1,17,Saturday,1,0,2
294,2015-01-17,Norway,KaggleMart,Kaggle Mug,399,2015,1,17,Saturday,0,1,1
295,2015-01-17,Norway,KaggleMart,Kaggle Hat,671,2015,1,17,Saturday,0,1,0
296,2015-01-17,Norway,KaggleMart,Kaggle Sticker,184,2015,1,17,Saturday,0,1,2
297,2015-01-17,Norway,KaggleRama,Kaggle Mug,712,2015,1,17,Saturday,1,1,1
299,2015-01-17,Norway,KaggleRama,Kaggle Sticker,316,2015,1,17,Saturday,1,1,2
300,2015-01-17,Sweden,KaggleMart,Kaggle Mug,254,2015,1,17,Saturday,0,2,1
301,2015-01-17,Sweden,KaggleMart,Kaggle Hat,487,2015,1,17,Saturday,0,2,0
