day,month,year,country_encoded,store_encoded,product_encoded,num_sold,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_std_7
7,1,2015,2,0,0,415,256.0,262.0,653.0,149.0,504.0,371.0,173.0,338.2857142857143,184.08124500313667
7,1,2015,2,0,2,119,415.0,256.0,262.0,653.0,149.0,504.0,371.0,372.85714285714283,170.05629320064259
7,1,2015,2,1,1,442,119.0,415.0,256.0,262.0,653.0,149.0,504.0,336.85714285714283,195.31293571379987
7,1,2015,2,1,0,689,442.0,119.0,415.0,256.0,262.0,653.0,149.0,328.0,187.72852740060594
7,1,2015,2,1,2,208,689.0,442.0,119.0,415.0,256.0,262.0,653.0,405.14285714285717,211.37441391318606
8,1,2015,0,0,1,205,208.0,689.0,442.0,119.0,415.0,256.0,262.0,341.57142857142856,190.27073443110592
8,1,2015,0,0,0,355,205.0,208.0,689.0,442.0,119.0,415.0,256.0,333.42857142857144,195.39435094432093
8,1,2015,0,0,2,93,355.0,205.0,208.0,689.0,442.0,119.0,415.0,347.57142857142856,192.41609179315654
8,1,2015,0,1,1,353,93.0,355.0,205.0,208.0,689.0,442.0,119.0,301.57142857142856,211.18385129459855
8,1,2015,0,1,0,581,353.0,93.0,355.0,205.0,208.0,689.0,442.0,335.0,195.3978846695465
8,1,2015,0,1,2,163,581.0,353.0,93.0,355.0,205.0,208.0,689.0,354.85714285714283,214.23851861218353
8,1,2015,1,0,1,361,163.0,581.0,353.0,93.0,355.0,205.0,208.0,279.7142857142857,163.8197325168883
8,1,2015,1,0,0,574,361.0,163.0,581.0,353.0,93.0,355.0,205.0,301.57142857142856,162.8607351316428
8,1,2015,1,0,2,163,574.0,361.0,163.0,581.0,353.0,93.0,355.0,354.2857142857143,184.65347210898804
8,1,2015,1,1,1,538,163.0,574.0,361.0,163.0,581.0,353.0,93.0,326.85714285714283,198.28634897661578
8,1,2015,1,1,2,263,538.0,163.0,574.0,361.0,163.0,581.0,353.0,390.42857142857144,181.43305206315753
8,1,2015,2,0,1,259,263.0,538.0,163.0,574.0,361.0,163.0,581.0,377.57142857142856,187.61117339047917
8,1,2015,2,0,0,402,259.0,263.0,538.0,163.0,574.0,361.0,163.0,331.57142857142856,167.8549543930288
8,1,2015,2,0,2,121,402.0,259.0,263.0,538.0,163.0,574.0,361.0,365.7142857142857,151.34696812921237
8,1,2015,2,1,1,493,121.0,402.0,259.0,263.0,538.0,163.0,574.0,331.42857142857144,177.51512343352357
8,1,2015,2,1,0,723,493.0,121.0,402.0,259.0,263.0,538.0,163.0,319.85714285714283,160.9331419890765
8,1,2015,2,1,2,202,723.0,493.0,121.0,402.0,259.0,263.0,538.0,399.85714285714283,203.51775399329722
9,1,2015,0,0,1,223,202.0,723.0,493.0,121.0,402.0,259.0,263.0,351.85714285714283,205.12307571425563
9,1,2015,0,0,0,344,223.0,202.0,723.0,493.0,121.0,402.0,259.0,346.14285714285717,208.53970730728858
9,1,2015,0,0,2,101,344.0,223.0,202.0,723.0,493.0,121.0,402.0,358.2857142857143,205.06561087102054
9,1,2015,0,1,1,386,101.0,344.0,223.0,202.0,723.0,493.0,121.0,315.2857142857143,224.96422996090917
9,1,2015,0,1,0,634,386.0,101.0,344.0,223.0,202.0,723.0,493.0,353.14285714285717,208.5165289782633
9,1,2015,0,1,2,165,634.0,386.0,101.0,344.0,223.0,202.0,723.0,373.2857142857143,229.9838503646973
9,1,2015,1,0,1,338,165.0,634.0,386.0,101.0,344.0,223.0,202.0,293.57142857142856,179.79512149745827
9,1,2015,1,0,0,566,338.0,165.0,634.0,386.0,101.0,344.0,223.0,313.0,175.54866371844986
9,1,2015,1,0,2,153,566.0,338.0,165.0,634.0,386.0,101.0,344.0,362.0,193.22094434437844
9,1,2015,1,1,1,605,153.0,566.0,338.0,165.0,634.0,386.0,101.0,334.7142857142857,209.02608631915976
9,1,2015,1,1,2,258,605.0,153.0,566.0,338.0,165.0,634.0,386.0,406.7142857142857,201.78182465699138
9,1,2015,2,0,1,268,258.0,605.0,153.0,566.0,338.0,165.0,634.0,388.42857142857144,209.61938296418526
9,1,2015,2,0,0,422,268.0,258.0,605.0,153.0,566.0,338.0,165.0,336.14285714285717,181.98116072039687
9,1,2015,2,0,2,121,422.0,268.0,258.0,605.0,153.0,566.0,338.0,372.85714285714283,167.00741357938648
9,1,2015,2,1,1,479,121.0,422.0,268.0,258.0,605.0,153.0,566.0,341.85714285714283,192.7169155103142
9,1,2015,2,1,0,731,479.0,121.0,422.0,268.0,258.0,605.0,153.0,329.42857142857144,178.10376857594127
9,1,2015,2,1,2,194,731.0,479.0,121.0,422.0,268.0,258.0,605.0,412.0,213.20256408714548
10,1,2015,0,0,1,280,194.0,731.0,479.0,121.0,422.0,268.0,258.0,353.2857142857143,207.71592322666265
10,1,2015,0,0,0,456,280.0,194.0,731.0,479.0,121.0,422.0,268.0,356.42857142857144,206.19477615663735
10,1,2015,0,0,2,126,456.0,280.0,194.0,731.0,479.0,121.0,422.0,383.2857142857143,204.99732867016783
10,1,2015,0,1,1,469,126.0,456.0,280.0,194.0,731.0,479.0,121.0,341.0,225.21249225268727
10,1,2015,0,1,0,703,469.0,126.0,456.0,280.0,194.0,731.0,479.0,390.7142857142857,206.15828408103846
10,1,2015,0,1,2,198,703.0,469.0,126.0,456.0,280.0,194.0,731.0,422.7142857142857,237.19451531441055
10,1,2015,1,0,1,433,198.0,703.0,469.0,126.0,456.0,280.0,194.0,346.57142857142856,205.1177362255292
10,1,2015,1,0,0,512,433.0,198.0,703.0,469.0,126.0,456.0,280.0,380.7142857142857,195.13731429065913
10,1,2015,1,0,2,172,512.0,433.0,198.0,703.0,469.0,126.0,456.0,413.85714285714283,194.88238211070518
10,1,2015,1,1,1,602,172.0,512.0,433.0,198.0,703.0,469.0,126.0,373.2857142857143,213.33519344427168
10,1,2015,1,1,2,326,602.0,172.0,512.0,433.0,198.0,703.0,469.0,441.2857142857143,196.58052996648675
10,1,2015,2,0,1,332,326.0,602.0,172.0,512.0,433.0,198.0,703.0,420.85714285714283,200.60942863470527
10,1,2015,2,0,0,547,332.0,326.0,602.0,172.0,512.0,433.0,198.0,367.85714285714283,158.16281544812057
10,1,2015,2,0,2,137,547.0,332.0,326.0,602.0,172.0,512.0,433.0,417.7142857142857,150.51767812642964
10,1,2015,2,1,1,536,137.0,547.0,332.0,326.0,602.0,172.0,512.0,375.42857142857144,183.4773892907582
10,1,2015,2,1,2,254,536.0,137.0,547.0,332.0,326.0,602.0,172.0,378.85714285714283,186.6515725189841
11,1,2015,0,0,1,231,254.0,536.0,137.0,547.0,332.0,326.0,602.0,390.57142857142856,173.62397793589966
11,1,2015,0,0,0,447,231.0,254.0,536.0,137.0,547.0,332.0,326.0,337.57142857142856,153.82333713588167
11,1,2015,0,0,2,114,447.0,231.0,254.0,536.0,137.0,547.0,332.0,354.85714285714283,159.01721979231135
11,1,2015,0,1,1,454,114.0,447.0,231.0,254.0,536.0,137.0,547.0,323.7142857142857,183.6751791303645
11,1,2015,0,1,0,676,454.0,114.0,447.0,231.0,254.0,536.0,137.0,310.42857142857144,167.48219521574757
11,1,2015,0,1,2,205,676.0,454.0,114.0,447.0,231.0,254.0,536.0,387.42857142857144,195.94374800169675
11,1,2015,1,0,1,387,205.0,676.0,454.0,114.0,447.0,231.0,254.0,340.14285714285717,194.0441775914519
11,1,2015,1,0,0,679,387.0,205.0,676.0,454.0,114.0,447.0,231.0,359.14285714285717,190.68597970785086
11,1,2015,1,0,2,170,679.0,387.0,205.0,676.0,454.0,114.0,447.0,423.14285714285717,214.2361847521163
11,1,2015,1,1,1,717,170.0,679.0,387.0,205.0,676.0,454.0,114.0,383.57142857142856,233.78541239268776
11,1,2015,1,1,2,301,717.0,170.0,679.0,387.0,205.0,676.0,454.0,469.7142857142857,228.94520034694938
11,1,2015,2,0,1,354,301.0,717.0,170.0,679.0,387.0,205.0,676.0,447.85714285714283,237.82656746140918
11,1,2015,2,0,0,531,354.0,301.0,717.0,170.0,679.0,387.0,205.0,401.85714285714283,216.53208274328057
11,1,2015,2,0,2,142,531.0,354.0,301.0,717.0,170.0,679.0,387.0,448.42857142857144,201.68445415455074
11,1,2015,2,1,1,538,142.0,531.0,354.0,301.0,717.0,170.0,679.0,413.42857142857144,232.95554450213402
11,1,2015,2,1,0,882,538.0,142.0,531.0,354.0,301.0,717.0,170.0,393.2857142857143,211.25002113271248
11,1,2015,2,1,2,243,882.0,538.0,142.0,531.0,354.0,301.0,717.0,495.0,253.08891718129428
12,1,2015,0,0,1,197,243.0,882.0,538.0,142.0,531.0,354.0,301.0,427.2857142857143,247.13270003901036
12,1,2015,0,0,0,324,197.0,243.0,882.0,538.0,142.0,531.0,354.0,412.42857142857144,258.8389828592654
12,1,2015,0,0,2,84,324.0,197.0,243.0,882.0,538.0,142.0,531.0,408.14285714285717,260.2123674817864
12,1,2015,0,1,1,354,84.0,324.0,197.0,243.0,882.0,538.0,142.0,344.2857142857143,279.1933107398972
12,1,2015,0,1,0,560,354.0,84.0,324.0,197.0,243.0,882.0,538.0,374.57142857142856,264.7161102910419
12,1,2015,0,1,2,151,560.0,354.0,84.0,324.0,197.0,243.0,882.0,377.7142857142857,267.0996782013002
12,1,2015,1,0,1,323,151.0,560.0,354.0,84.0,324.0,197.0,243.0,273.2857142857143,157.4862049892142
12,1,2015,1,0,0,510,323.0,151.0,560.0,354.0,84.0,324.0,197.0,284.7142857142857,157.82449565441817
12,1,2015,1,0,2,147,510.0,323.0,151.0,560.0,354.0,84.0,324.0,329.42857142857144,172.48947517926734
12,1,2015,1,1,1,534,147.0,510.0,323.0,151.0,560.0,354.0,84.0,304.14285714285717,185.87220392107108
12,1,2015,1,1,0,885,534.0,147.0,510.0,323.0,151.0,560.0,354.0,368.42857142857144,174.51538341252063
12,1,2015,1,1,2,265,885.0,534.0,147.0,510.0,323.0,151.0,560.0,444.2857142857143,261.11664972173793
12,1,2015,2,0,1,245,265.0,885.0,534.0,147.0,510.0,323.0,151.0,402.14285714285717,263.1263502397208
12,1,2015,2,0,0,360,245.0,265.0,885.0,534.0,147.0,510.0,323.0,415.57142857142856,250.2571058883625
12,1,2015,2,0,2,118,360.0,245.0,265.0,885.0,534.0,147.0,510.0,420.85714285714283,248.35957036215902
12,1,2015,2,1,1,456,118.0,360.0,245.0,265.0,885.0,534.0,147.0,364.85714285714283,268.3029559853492
12,1,2015,2,1,0,642,456.0,118.0,360.0,245.0,265.0,885.0,534.0,409.0,251.3709078897822
12,1,2015,2,1,2,168,642.0,456.0,118.0,360.0,245.0,265.0,885.0,424.42857142857144,263.3507528897897
13,1,2015,0,0,1,186,168.0,642.0,456.0,118.0,360.0,245.0,265.0,322.0,180.88209787962253
13,1,2015,0,0,0,318,186.0,168.0,642.0,456.0,118.0,360.0,245.0,310.7142857142857,187.37904034844658
13,1,2015,0,0,2,84,318.0,186.0,168.0,642.0,456.0,118.0,360.0,321.14285714285717,185.1300701051638
13,1,2015,0,1,1,354,84.0,318.0,186.0,168.0,642.0,456.0,118.0,281.7142857142857,203.91314677717924
13,1,2015,0,1,0,580,354.0,84.0,318.0,186.0,168.0,642.0,456.0,315.42857142857144,191.4635362524304
13,1,2015,0,1,2,149,580.0,354.0,84.0,318.0,186.0,168.0,642.0,333.14285714285717,211.34129472761086
13,1,2015,1,0,1,311,149.0,580.0,354.0,84.0,318.0,186.0,168.0,262.7142857142857,169.20669242646633
13,1,2015,1,0,0,522,311.0,149.0,580.0,354.0,84.0,318.0,186.0,283.14285714285717,164.43076412422405
13,1,2015,1,0,2,140,522.0,311.0,149.0,580.0,354.0,84.0,318.0,331.14285714285717,179.68159669391915
13,1,2015,1,1,1,534,140.0,522.0,311.0,149.0,580.0,354.0,84.0,305.7142857142857,193.88545955943022
13,1,2015,1,1,0,939,534.0,140.0,522.0,311.0,149.0,580.0,354.0,370.0,182.3814683568482
13,1,2015,1,1,2,231,939.0,534.0,140.0,522.0,311.0,149.0,580.0,453.57142857142856,281.12681429256395
13,1,2015,2,0,1,221,231.0,939.0,534.0,140.0,522.0,311.0,149.0,403.7142857142857,285.87509760133264
13,1,2015,2,0,0,355,221.0,231.0,939.0,534.0,140.0,522.0,311.0,414.0,276.31865662672874
13,1,2015,2,0,2,101,355.0,221.0,231.0,939.0,534.0,140.0,522.0,420.2857142857143,274.0764578760912
13,1,2015,2,1,1,409,101.0,355.0,221.0,231.0,939.0,534.0,140.0,360.14285714285717,293.53729380973533
13,1,2015,2,1,0,653,409.0,101.0,355.0,221.0,231.0,939.0,534.0,398.57142857142856,277.0594744471887
13,1,2015,2,1,2,173,653.0,409.0,101.0,355.0,221.0,231.0,939.0,415.57142857142856,290.0981771417263
14,1,2015,0,0,1,187,173.0,653.0,409.0,101.0,355.0,221.0,231.0,306.14285714285717,185.28485148677484
14,1,2015,0,0,0,324,187.0,173.0,653.0,409.0,101.0,355.0,221.0,299.85714285714283,188.9686292937081
14,1,2015,0,0,2,86,324.0,187.0,173.0,653.0,409.0,101.0,355.0,314.57142857142856,185.78828196171506
14,1,2015,0,1,1,337,86.0,324.0,187.0,173.0,653.0,409.0,101.0,276.14285714285717,203.0504277032585
14,1,2015,0,1,0,547,337.0,86.0,324.0,187.0,173.0,653.0,409.0,309.85714285714283,188.17051537672654
14,1,2015,0,1,2,142,547.0,337.0,86.0,324.0,187.0,173.0,653.0,329.57142857142856,206.61385653988876
14,1,2015,1,0,1,325,142.0,547.0,337.0,86.0,324.0,187.0,173.0,256.57142857142856,157.80246844589934
14,1,2015,1,0,0,495,325.0,142.0,547.0,337.0,86.0,324.0,187.0,278.2857142857143,154.81571225784796
14,1,2015,1,0,2,144,495.0,325.0,142.0,547.0,337.0,86.0,324.0,322.2857142857143,167.7733732208564
14,1,2015,1,1,1,545,144.0,495.0,325.0,142.0,547.0,337.0,86.0,296.57142857142856,180.75845498238542
14,1,2015,1,1,0,946,545.0,144.0,495.0,325.0,142.0,547.0,337.0,362.14285714285717,174.7955268033945
14,1,2015,1,1,2,247,946.0,545.0,144.0,495.0,325.0,142.0,547.0,449.14285714285717,280.05798719278874
14,1,2015,2,0,1,235,247.0,946.0,545.0,144.0,495.0,325.0,142.0,406.2857142857143,285.48888728268355
14,1,2015,2,0,0,339,235.0,247.0,946.0,545.0,144.0,495.0,325.0,419.57142857142856,273.03226741104993
14,1,2015,2,0,2,102,339.0,235.0,247.0,946.0,545.0,144.0,495.0,421.57142857142856,272.27428397534305
14,1,2015,2,1,1,402,102.0,339.0,235.0,247.0,946.0,545.0,144.0,365.42857142857144,294.241883004928
14,1,2015,2,1,0,649,402.0,102.0,339.0,235.0,247.0,946.0,545.0,402.2857142857143,277.56903903096156
14,1,2015,2,1,2,177,649.0,402.0,102.0,339.0,235.0,247.0,946.0,417.14285714285717,289.027927469203
15,1,2015,0,0,1,184,177.0,649.0,402.0,102.0,339.0,235.0,247.0,307.2857142857143,180.1487480627369
15,1,2015,0,0,0,295,184.0,177.0,649.0,402.0,102.0,339.0,235.0,298.2857142857143,185.16633449029402
15,1,2015,0,0,2,77,295.0,184.0,177.0,649.0,402.0,102.0,339.0,306.85714285714283,183.1260299824765
15,1,2015,0,1,1,306,77.0,295.0,184.0,177.0,649.0,402.0,102.0,269.42857142857144,201.3312834963452
15,1,2015,0,1,0,569,306.0,77.0,295.0,184.0,177.0,649.0,402.0,298.57142857142856,187.33468903085122
15,1,2015,0,1,2,149,569.0,306.0,77.0,295.0,184.0,177.0,649.0,322.42857142857144,211.7450173698366
15,1,2015,1,0,1,316,149.0,569.0,306.0,77.0,295.0,184.0,177.0,251.0,161.6219869530958
15,1,2015,1,0,0,505,316.0,149.0,569.0,306.0,77.0,295.0,184.0,270.85714285714283,159.54041136070467
15,1,2015,1,0,2,135,505.0,316.0,149.0,569.0,306.0,77.0,295.0,316.7142857142857,175.72584166414296
15,1,2015,1,1,1,564,135.0,505.0,316.0,149.0,569.0,306.0,77.0,293.85714285714283,188.93070032106888
15,1,2015,1,1,2,252,564.0,135.0,505.0,316.0,149.0,569.0,306.0,363.42857142857144,185.3994400772354
