row_id,date,country,store,product,num_sold,year,month,day,day_of_week
58,2015-01-04,Finland,KaggleRama,Kaggle Hat,873,2015,1,4,Sunday
59,2015-01-04,Finland,KaggleRama,Kaggle Sticker,245,2015,1,4,Sunday
60,2015-01-04,Norway,KaggleMart,Kaggle Mug,589,2015,1,4,Sunday
61,2015-01-04,Norway,KaggleMart,Kaggle Hat,889,2015,1,4,Sunday
62,2015-01-04,Norway,KaggleMart,Kaggle Sticker,255,2015,1,4,Sunday
65,2015-01-04,Norway,KaggleRama,Kaggle Sticker,455,2015,1,4,Sunday
66,2015-01-04,Sweden,KaggleMart,Kaggle Mug,406,2015,1,4,Sunday
67,2015-01-04,Sweden,KaggleMart,Kaggle Hat,697,2015,1,4,Sunday
68,2015-01-04,Sweden,KaggleMart,Kaggle Sticker,169,2015,1,4,Sunday
69,2015-01-04,Sweden,KaggleRama,Kaggle Mug,657,2015,1,4,Sunday
71,2015-01-04,Sweden,KaggleRama,Kaggle Sticker,300,2015,1,4,Sunday
72,2015-01-05,Finland,KaggleMart,Kaggle Mug,243,2015,1,5,Monday
73,2015-01-05,Finland,KaggleMart,Kaggle Hat,378,2015,1,5,Monday
74,2015-01-05,Finland,KaggleMart,Kaggle Sticker,102,2015,1,5,Monday
75,2015-01-05,Finland,KaggleRama,Kaggle Mug,423,2015,1,5,Monday
76,2015-01-05,Finland,KaggleRama,Kaggle Hat,668,2015,1,5,Monday
77,2015-01-05,Finland,KaggleRama,Kaggle Sticker,187,2015,1,5,Monday
78,2015-01-05,Norway,KaggleMart,Kaggle Mug,435,2015,1,5,Monday
79,2015-01-05,Norway,KaggleMart,Kaggle Hat,671,2015,1,5,Monday
80,2015-01-05,Norway,KaggleMart,Kaggle Sticker,184,2015,1,5,Monday
81,2015-01-05,Norway,KaggleRama,Kaggle Mug,739,2015,1,5,Monday
83,2015-01-05,Norway,KaggleRama,Kaggle Sticker,310,2015,1,5,Monday
84,2015-01-05,Sweden,KaggleMart,Kaggle Mug,298,2015,1,5,Monday
85,2015-01-05,Sweden,KaggleMart,Kaggle Hat,442,2015,1,5,Monday
86,2015-01-05,Sweden,KaggleMart,Kaggle Sticker,127,2015,1,5,Monday
87,2015-01-05,Sweden,KaggleRama,Kaggle Mug,512,2015,1,5,Monday
88,2015-01-05,Sweden,KaggleRama,Kaggle Hat,796,2015,1,5,Monday
89,2015-01-05,Sweden,KaggleRama,Kaggle Sticker,227,2015,1,5,Monday
90,2015-01-06,Finland,KaggleMart,Kaggle Mug,223,2015,1,6,Tuesday
91,2015-01-06,Finland,KaggleMart,Kaggle Hat,389,2015,1,6,Tuesday
92,2015-01-06,Finland,KaggleMart,Kaggle Sticker,99,2015,1,6,Tuesday
93,2015-01-06,Finland,KaggleRama,Kaggle Mug,407,2015,1,6,Tuesday
94,2015-01-06,Finland,KaggleRama,Kaggle Hat,636,2015,1,6,Tuesday
95,2015-01-06,Finland,KaggleRama,Kaggle Sticker,168,2015,1,6,Tuesday
96,2015-01-06,Norway,KaggleMart,Kaggle Mug,402,2015,1,6,Tuesday
97,2015-01-06,Norway,KaggleMart,Kaggle Hat,683,2015,1,6,Tuesday
98,2015-01-06,Norway,KaggleMart,Kaggle Sticker,181,2015,1,6,Tuesday
99,2015-01-06,Norway,KaggleRama,Kaggle Mug,681,2015,1,6,Tuesday
101,2015-01-06,Norway,KaggleRama,Kaggle Sticker,306,2015,1,6,Tuesday
102,2015-01-06,Sweden,KaggleMart,Kaggle Mug,256,2015,1,6,Tuesday
103,2015-01-06,Sweden,KaggleMart,Kaggle Hat,411,2015,1,6,Tuesday
104,2015-01-06,Sweden,KaggleMart,Kaggle Sticker,111,2015,1,6,Tuesday
105,2015-01-06,Sweden,KaggleRama,Kaggle Mug,471,2015,1,6,Tuesday
106,2015-01-06,Sweden,KaggleRama,Kaggle Hat,853,2015,1,6,Tuesday
107,2015-01-06,Sweden,KaggleRama,Kaggle Sticker,206,2015,1,6,Tuesday
108,2015-01-07,Finland,KaggleMart,Kaggle Mug,229,2015,1,7,Wednesday
109,2015-01-07,Finland,KaggleMart,Kaggle Hat,342,2015,1,7,Wednesday
110,2015-01-07,Finland,KaggleMart,Kaggle Sticker,91,2015,1,7,Wednesday
111,2015-01-07,Finland,KaggleRama,Kaggle Mug,356,2015,1,7,Wednesday
112,2015-01-07,Finland,KaggleRama,Kaggle Hat,576,2015,1,7,Wednesday
113,2015-01-07,Finland,KaggleRama,Kaggle Sticker,173,2015,1,7,Wednesday
114,2015-01-07,Norway,KaggleMart,Kaggle Mug,371,2015,1,7,Wednesday
115,2015-01-07,Norway,KaggleMart,Kaggle Hat,504,2015,1,7,Wednesday
116,2015-01-07,Norway,KaggleMart,Kaggle Sticker,149,2015,1,7,Wednesday
117,2015-01-07,Norway,KaggleRama,Kaggle Mug,653,2015,1,7,Wednesday
119,2015-01-07,Norway,KaggleRama,Kaggle Sticker,262,2015,1,7,Wednesday
120,2015-01-07,Sweden,KaggleMart,Kaggle Mug,256,2015,1,7,Wednesday
121,2015-01-07,Sweden,KaggleMart,Kaggle Hat,415,2015,1,7,Wednesday
122,2015-01-07,Sweden,KaggleMart,Kaggle Sticker,119,2015,1,7,Wednesday
123,2015-01-07,Sweden,KaggleRama,Kaggle Mug,442,2015,1,7,Wednesday
124,2015-01-07,Sweden,KaggleRama,Kaggle Hat,689,2015,1,7,Wednesday
125,2015-01-07,Sweden,KaggleRama,Kaggle Sticker,208,2015,1,7,Wednesday
126,2015-01-08,Finland,KaggleMart,Kaggle Mug,205,2015,1,8,Thursday
127,2015-01-08,Finland,KaggleMart,Kaggle Hat,355,2015,1,8,Thursday
128,2015-01-08,Finland,KaggleMart,Kaggle Sticker,93,2015,1,8,Thursday
129,2015-01-08,Finland,KaggleRama,Kaggle Mug,353,2015,1,8,Thursday
130,2015-01-08,Finland,KaggleRama,Kaggle Hat,581,2015,1,8,Thursday
131,2015-01-08,Finland,KaggleRama,Kaggle Sticker,163,2015,1,8,Thursday
132,2015-01-08,Norway,KaggleMart,Kaggle Mug,361,2015,1,8,Thursday
133,2015-01-08,Norway,KaggleMart,Kaggle Hat,574,2015,1,8,Thursday
134,2015-01-08,Norway,KaggleMart,Kaggle Sticker,163,2015,1,8,Thursday
135,2015-01-08,Norway,KaggleRama,Kaggle Mug,538,2015,1,8,Thursday
137,2015-01-08,Norway,KaggleRama,Kaggle Sticker,263,2015,1,8,Thursday
138,2015-01-08,Sweden,KaggleMart,Kaggle Mug,259,2015,1,8,Thursday
139,2015-01-08,Sweden,KaggleMart,Kaggle Hat,402,2015,1,8,Thursday
140,2015-01-08,Sweden,KaggleMart,Kaggle Sticker,121,2015,1,8,Thursday
141,2015-01-08,Sweden,KaggleRama,Kaggle Mug,493,2015,1,8,Thursday
142,2015-01-08,Sweden,KaggleRama,Kaggle Hat,723,2015,1,8,Thursday
143,2015-01-08,Sweden,KaggleRama,Kaggle Sticker,202,2015,1,8,Thursday
144,2015-01-09,Finland,KaggleMart,Kaggle Mug,223,2015,1,9,Friday
145,2015-01-09,Finland,KaggleMart,Kaggle Hat,344,2015,1,9,Friday
146,2015-01-09,Finland,KaggleMart,Kaggle Sticker,101,2015,1,9,Friday
147,2015-01-09,Finland,KaggleRama,Kaggle Mug,386,2015,1,9,Friday
148,2015-01-09,Finland,KaggleRama,Kaggle Hat,634,2015,1,9,Friday
149,2015-01-09,Finland,KaggleRama,Kaggle Sticker,165,2015,1,9,Friday
150,2015-01-09,Norway,KaggleMart,Kaggle Mug,338,2015,1,9,Friday
151,2015-01-09,Norway,KaggleMart,Kaggle Hat,566,2015,1,9,Friday
152,2015-01-09,Norway,KaggleMart,Kaggle Sticker,153,2015,1,9,Friday
153,2015-01-09,Norway,KaggleRama,Kaggle Mug,605,2015,1,9,Friday
155,2015-01-09,Norway,KaggleRama,Kaggle Sticker,258,2015,1,9,Friday
156,2015-01-09,Sweden,KaggleMart,Kaggle Mug,268,2015,1,9,Friday
157,2015-01-09,Sweden,KaggleMart,Kaggle Hat,422,2015,1,9,Friday
158,2015-01-09,Sweden,KaggleMart,Kaggle Sticker,121,2015,1,9,Friday
159,2015-01-09,Sweden,KaggleRama,Kaggle Mug,479,2015,1,9,Friday
160,2015-01-09,Sweden,KaggleRama,Kaggle Hat,731,2015,1,9,Friday
161,2015-01-09,Sweden,KaggleRama,Kaggle Sticker,194,2015,1,9,Friday
162,2015-01-10,Finland,KaggleMart,Kaggle Mug,280,2015,1,10,Saturday
163,2015-01-10,Finland,KaggleMart,Kaggle Hat,456,2015,1,10,Saturday
164,2015-01-10,Finland,KaggleMart,Kaggle Sticker,126,2015,1,10,Saturday
165,2015-01-10,Finland,KaggleRama,Kaggle Mug,469,2015,1,10,Saturday
166,2015-01-10,Finland,KaggleRama,Kaggle Hat,703,2015,1,10,Saturday
167,2015-01-10,Finland,KaggleRama,Kaggle Sticker,198,2015,1,10,Saturday
168,2015-01-10,Norway,KaggleMart,Kaggle Mug,433,2015,1,10,Saturday
169,2015-01-10,Norway,KaggleMart,Kaggle Hat,512,2015,1,10,Saturday
170,2015-01-10,Norway,KaggleMart,Kaggle Sticker,172,2015,1,10,Saturday
171,2015-01-10,Norway,KaggleRama,Kaggle Mug,602,2015,1,10,Saturday
173,2015-01-10,Norway,KaggleRama,Kaggle Sticker,326,2015,1,10,Saturday
174,2015-01-10,Sweden,KaggleMart,Kaggle Mug,332,2015,1,10,Saturday
175,2015-01-10,Sweden,KaggleMart,Kaggle Hat,547,2015,1,10,Saturday
176,2015-01-10,Sweden,KaggleMart,Kaggle Sticker,137,2015,1,10,Saturday
177,2015-01-10,Sweden,KaggleRama,Kaggle Mug,536,2015,1,10,Saturday
179,2015-01-10,Sweden,KaggleRama,Kaggle Sticker,254,2015,1,10,Saturday
180,2015-01-11,Finland,KaggleMart,Kaggle Mug,231,2015,1,11,Sunday
181,2015-01-11,Finland,KaggleMart,Kaggle Hat,447,2015,1,11,Sunday
182,2015-01-11,Finland,KaggleMart,Kaggle Sticker,114,2015,1,11,Sunday
183,2015-01-11,Finland,KaggleRama,Kaggle Mug,454,2015,1,11,Sunday
184,2015-01-11,Finland,KaggleRama,Kaggle Hat,676,2015,1,11,Sunday
185,2015-01-11,Finland,KaggleRama,Kaggle Sticker,205,2015,1,11,Sunday
186,2015-01-11,Norway,KaggleMart,Kaggle Mug,387,2015,1,11,Sunday
187,2015-01-11,Norway,KaggleMart,Kaggle Hat,679,2015,1,11,Sunday
188,2015-01-11,Norway,KaggleMart,Kaggle Sticker,170,2015,1,11,Sunday
189,2015-01-11,Norway,KaggleRama,Kaggle Mug,717,2015,1,11,Sunday
191,2015-01-11,Norway,KaggleRama,Kaggle Sticker,301,2015,1,11,Sunday
192,2015-01-11,Sweden,KaggleMart,Kaggle Mug,354,2015,1,11,Sunday
193,2015-01-11,Sweden,KaggleMart,Kaggle Hat,531,2015,1,11,Sunday
194,2015-01-11,Sweden,KaggleMart,Kaggle Sticker,142,2015,1,11,Sunday
195,2015-01-11,Sweden,KaggleRama,Kaggle Mug,538,2015,1,11,Sunday
196,2015-01-11,Sweden,KaggleRama,Kaggle Hat,882,2015,1,11,Sunday
197,2015-01-11,Sweden,KaggleRama,Kaggle Sticker,243,2015,1,11,Sunday
198,2015-01-12,Finland,KaggleMart,Kaggle Mug,197,2015,1,12,Monday
199,2015-01-12,Finland,KaggleMart,Kaggle Hat,324,2015,1,12,Monday
200,2015-01-12,Finland,KaggleMart,Kaggle Sticker,84,2015,1,12,Monday
201,2015-01-12,Finland,KaggleRama,Kaggle Mug,354,2015,1,12,Monday
202,2015-01-12,Finland,KaggleRama,Kaggle Hat,560,2015,1,12,Monday
203,2015-01-12,Finland,KaggleRama,Kaggle Sticker,151,2015,1,12,Monday
204,2015-01-12,Norway,KaggleMart,Kaggle Mug,323,2015,1,12,Monday
205,2015-01-12,Norway,KaggleMart,Kaggle Hat,510,2015,1,12,Monday
206,2015-01-12,Norway,KaggleMart,Kaggle Sticker,147,2015,1,12,Monday
207,2015-01-12,Norway,KaggleRama,Kaggle Mug,534,2015,1,12,Monday
208,2015-01-12,Norway,KaggleRama,Kaggle Hat,885,2015,1,12,Monday
209,2015-01-12,Norway,KaggleRama,Kaggle Sticker,265,2015,1,12,Monday
210,2015-01-12,Sweden,KaggleMart,Kaggle Mug,245,2015,1,12,Monday
211,2015-01-12,Sweden,KaggleMart,Kaggle Hat,360,2015,1,12,Monday
212,2015-01-12,Sweden,KaggleMart,Kaggle Sticker,118,2015,1,12,Monday
213,2015-01-12,Sweden,KaggleRama,Kaggle Mug,456,2015,1,12,Monday
214,2015-01-12,Sweden,KaggleRama,Kaggle Hat,642,2015,1,12,Monday
215,2015-01-12,Sweden,KaggleRama,Kaggle Sticker,168,2015,1,12,Monday
216,2015-01-13,Finland,KaggleMart,Kaggle Mug,186,2015,1,13,Tuesday
217,2015-01-13,Finland,KaggleMart,Kaggle Hat,318,2015,1,13,Tuesday
218,2015-01-13,Finland,KaggleMart,Kaggle Sticker,84,2015,1,13,Tuesday
219,2015-01-13,Finland,KaggleRama,Kaggle Mug,354,2015,1,13,Tuesday
220,2015-01-13,Finland,KaggleRama,Kaggle Hat,580,2015,1,13,Tuesday
221,2015-01-13,Finland,KaggleRama,Kaggle Sticker,149,2015,1,13,Tuesday
222,2015-01-13,Norway,KaggleMart,Kaggle Mug,311,2015,1,13,Tuesday
223,2015-01-13,Norway,KaggleMart,Kaggle Hat,522,2015,1,13,Tuesday
224,2015-01-13,Norway,KaggleMart,Kaggle Sticker,140,2015,1,13,Tuesday
225,2015-01-13,Norway,KaggleRama,Kaggle Mug,534,2015,1,13,Tuesday
226,2015-01-13,Norway,KaggleRama,Kaggle Hat,939,2015,1,13,Tuesday
227,2015-01-13,Norway,KaggleRama,Kaggle Sticker,231,2015,1,13,Tuesday
228,2015-01-13,Sweden,KaggleMart,Kaggle Mug,221,2015,1,13,Tuesday
229,2015-01-13,Sweden,KaggleMart,Kaggle Hat,355,2015,1,13,Tuesday
230,2015-01-13,Sweden,KaggleMart,Kaggle Sticker,101,2015,1,13,Tuesday
231,2015-01-13,Sweden,KaggleRama,Kaggle Mug,409,2015,1,13,Tuesday
232,2015-01-13,Sweden,KaggleRama,Kaggle Hat,653,2015,1,13,Tuesday
233,2015-01-13,Sweden,KaggleRama,Kaggle Sticker,173,2015,1,13,Tuesday
234,2015-01-14,Finland,KaggleMart,Kaggle Mug,187,2015,1,14,Wednesday
235,2015-01-14,Finland,KaggleMart,Kaggle Hat,324,2015,1,14,Wednesday
236,2015-01-14,Finland,KaggleMart,Kaggle Sticker,86,2015,1,14,Wednesday
237,2015-01-14,Finland,KaggleRama,Kaggle Mug,337,2015,1,14,Wednesday
238,2015-01-14,Finland,KaggleRama,Kaggle Hat,547,2015,1,14,Wednesday
239,2015-01-14,Finland,KaggleRama,Kaggle Sticker,142,2015,1,14,Wednesday
240,2015-01-14,Norway,KaggleMart,Kaggle Mug,325,2015,1,14,Wednesday
241,2015-01-14,Norway,KaggleMart,Kaggle Hat,495,2015,1,14,Wednesday
242,2015-01-14,Norway,KaggleMart,Kaggle Sticker,144,2015,1,14,Wednesday
243,2015-01-14,Norway,KaggleRama,Kaggle Mug,545,2015,1,14,Wednesday
244,2015-01-14,Norway,KaggleRama,Kaggle Hat,946,2015,1,14,Wednesday
245,2015-01-14,Norway,KaggleRama,Kaggle Sticker,247,2015,1,14,Wednesday
246,2015-01-14,Sweden,KaggleMart,Kaggle Mug,235,2015,1,14,Wednesday
247,2015-01-14,Sweden,KaggleMart,Kaggle Hat,339,2015,1,14,Wednesday
248,2015-01-14,Sweden,KaggleMart,Kaggle Sticker,102,2015,1,14,Wednesday
249,2015-01-14,Sweden,KaggleRama,Kaggle Mug,402,2015,1,14,Wednesday
250,2015-01-14,Sweden,KaggleRama,Kaggle Hat,649,2015,1,14,Wednesday
251,2015-01-14,Sweden,KaggleRama,Kaggle Sticker,177,2015,1,14,Wednesday
252,2015-01-15,Finland,KaggleMart,Kaggle Mug,184,2015,1,15,Thursday
253,2015-01-15,Finland,KaggleMart,Kaggle Hat,295,2015,1,15,Thursday
254,2015-01-15,Finland,KaggleMart,Kaggle Sticker,77,2015,1,15,Thursday
255,2015-01-15,Finland,KaggleRama,Kaggle Mug,306,2015,1,15,Thursday
256,2015-01-15,Finland,KaggleRama,Kaggle Hat,569,2015,1,15,Thursday
257,2015-01-15,Finland,KaggleRama,Kaggle Sticker,149,2015,1,15,Thursday
258,2015-01-15,Norway,KaggleMart,Kaggle Mug,316,2015,1,15,Thursday
259,2015-01-15,Norway,KaggleMart,Kaggle Hat,505,2015,1,15,Thursday
260,2015-01-15,Norway,KaggleMart,Kaggle Sticker,135,2015,1,15,Thursday
261,2015-01-15,Norway,KaggleRama,Kaggle Mug,564,2015,1,15,Thursday
263,2015-01-15,Norway,KaggleRama,Kaggle Sticker,252,2015,1,15,Thursday
264,2015-01-15,Sweden,KaggleMart,Kaggle Mug,220,2015,1,15,Thursday
265,2015-01-15,Sweden,KaggleMart,Kaggle Hat,362,2015,1,15,Thursday
266,2015-01-15,Sweden,KaggleMart,Kaggle Sticker,94,2015,1,15,Thursday
267,2015-01-15,Sweden,KaggleRama,Kaggle Mug,363,2015,1,15,Thursday
268,2015-01-15,Sweden,KaggleRama,Kaggle Hat,593,2015,1,15,Thursday
269,2015-01-15,Sweden,KaggleRama,Kaggle Sticker,157,2015,1,15,Thursday
270,2015-01-16,Finland,KaggleMart,Kaggle Mug,196,2015,1,16,Friday
271,2015-01-16,Finland,KaggleMart,Kaggle Hat,292,2015,1,16,Friday
272,2015-01-16,Finland,KaggleMart,Kaggle Sticker,89,2015,1,16,Friday
273,2015-01-16,Finland,KaggleRama,Kaggle Mug,332,2015,1,16,Friday
274,2015-01-16,Finland,KaggleRama,Kaggle Hat,474,2015,1,16,Friday
275,2015-01-16,Finland,KaggleRama,Kaggle Sticker,151,2015,1,16,Friday
276,2015-01-16,Norway,KaggleMart,Kaggle Mug,347,2015,1,16,Friday
277,2015-01-16,Norway,KaggleMart,Kaggle Hat,514,2015,1,16,Friday
278,2015-01-16,Norway,KaggleMart,Kaggle Sticker,171,2015,1,16,Friday
279,2015-01-16,Norway,KaggleRama,Kaggle Mug,571,2015,1,16,Friday
281,2015-01-16,Norway,KaggleRama,Kaggle Sticker,253,2015,1,16,Friday
282,2015-01-16,Sweden,KaggleMart,Kaggle Mug,213,2015,1,16,Friday
283,2015-01-16,Sweden,KaggleMart,Kaggle Hat,376,2015,1,16,Friday
284,2015-01-16,Sweden,KaggleMart,Kaggle Sticker,98,2015,1,16,Friday
285,2015-01-16,Sweden,KaggleRama,Kaggle Mug,396,2015,1,16,Friday
286,2015-01-16,Sweden,KaggleRama,Kaggle Hat,635,2015,1,16,Friday
287,2015-01-16,Sweden,KaggleRama,Kaggle Sticker,180,2015,1,16,Friday
288,2015-01-17,Finland,KaggleMart,Kaggle Mug,220,2015,1,17,Saturday
289,2015-01-17,Finland,KaggleMart,Kaggle Hat,427,2015,1,17,Saturday
290,2015-01-17,Finland,KaggleMart,Kaggle Sticker,111,2015,1,17,Saturday
291,2015-01-17,Finland,KaggleRama,Kaggle Mug,406,2015,1,17,Saturday
292,2015-01-17,Finland,KaggleRama,Kaggle Hat,701,2015,1,17,Saturday
293,2015-01-17,Finland,KaggleRama,Kaggle Sticker,176,2015,1,17,Saturday
294,2015-01-17,Norway,KaggleMart,Kaggle Mug,399,2015,1,17,Saturday
295,2015-01-17,Norway,KaggleMart,Kaggle Hat,671,2015,1,17,Saturday
296,2015-01-17,Norway,KaggleMart,Kaggle Sticker,184,2015,1,17,Saturday
297,2015-01-17,Norway,KaggleRama,Kaggle Mug,712,2015,1,17,Saturday
299,2015-01-17,Norway,KaggleRama,Kaggle Sticker,316,2015,1,17,Saturday
300,2015-01-17,Sweden,KaggleMart,Kaggle Mug,254,2015,1,17,Saturday
301,2015-01-17,Sweden,KaggleMart,Kaggle Hat,487,2015,1,17,Saturday
302,2015-01-17,Sweden,KaggleMart,Kaggle Sticker,123,2015,1,17,Saturday
303,2015-01-17,Sweden,KaggleRama,Kaggle Mug,507,2015,1,17,Saturday
304,2015-01-17,Sweden,KaggleRama,Kaggle Hat,781,2015,1,17,Saturday
305,2015-01-17,Sweden,KaggleRama,Kaggle Sticker,196,2015,1,17,Saturday
306,2015-01-18,Finland,KaggleMart,Kaggle Mug,233,2015,1,18,Sunday
307,2015-01-18,Finland,KaggleMart,Kaggle Hat,371,2015,1,18,Sunday
308,2015-01-18,Finland,KaggleMart,Kaggle Sticker,104,2015,1,18,Sunday
309,2015-01-18,Finland,KaggleRama,Kaggle Mug,396,2015,1,18,Sunday
310,2015-01-18,Finland,KaggleRama,Kaggle Hat,617,2015,1,18,Sunday
311,2015-01-18,Finland,KaggleRama,Kaggle Sticker,163,2015,1,18,Sunday
312,2015-01-18,Norway,KaggleMart,Kaggle Mug,411,2015,1,18,Sunday
313,2015-01-18,Norway,KaggleMart,Kaggle Hat,626,2015,1,18,Sunday
314,2015-01-18,Norway,KaggleMart,Kaggle Sticker,161,2015,1,18,Sunday
315,2015-01-18,Norway,KaggleRama,Kaggle Mug,698,2015,1,18,Sunday
317,2015-01-18,Norway,KaggleRama,Kaggle Sticker,299,2015,1,18,Sunday
318,2015-01-18,Sweden,KaggleMart,Kaggle Mug,246,2015,1,18,Sunday
319,2015-01-18,Sweden,KaggleMart,Kaggle Hat,443,2015,1,18,Sunday
320,2015-01-18,Sweden,KaggleMart,Kaggle Sticker,127,2015,1,18,Sunday
321,2015-01-18,Sweden,KaggleRama,Kaggle Mug,485,2015,1,18,Sunday
322,2015-01-18,Sweden,KaggleRama,Kaggle Hat,851,2015,1,18,Sunday
323,2015-01-18,Sweden,KaggleRama,Kaggle Sticker,214,2015,1,18,Sunday
324,2015-01-19,Finland,KaggleMart,Kaggle Mug,166,2015,1,19,Monday
325,2015-01-19,Finland,KaggleMart,Kaggle Hat,288,2015,1,19,Monday
326,2015-01-19,Finland,KaggleMart,Kaggle Sticker,73,2015,1,19,Monday
327,2015-01-19,Finland,KaggleRama,Kaggle Mug,343,2015,1,19,Monday
328,2015-01-19,Finland,KaggleRama,Kaggle Hat,560,2015,1,19,Monday
329,2015-01-19,Finland,KaggleRama,Kaggle Sticker,158,2015,1,19,Monday
330,2015-01-19,Norway,KaggleMart,Kaggle Mug,303,2015,1,19,Monday
331,2015-01-19,Norway,KaggleMart,Kaggle Hat,545,2015,1,19,Monday
332,2015-01-19,Norway,KaggleMart,Kaggle Sticker,137,2015,1,19,Monday
333,2015-01-19,Norway,KaggleRama,Kaggle Mug,527,2015,1,19,Monday
334,2015-01-19,Norway,KaggleRama,Kaggle Hat,913,2015,1,19,Monday
335,2015-01-19,Norway,KaggleRama,Kaggle Sticker,244,2015,1,19,Monday
336,2015-01-19,Sweden,KaggleMart,Kaggle Mug,223,2015,1,19,Monday
337,2015-01-19,Sweden,KaggleMart,Kaggle Hat,375,2015,1,19,Monday
338,2015-01-19,Sweden,KaggleMart,Kaggle Sticker,106,2015,1,19,Monday
339,2015-01-19,Sweden,KaggleRama,Kaggle Mug,369,2015,1,19,Monday
340,2015-01-19,Sweden,KaggleRama,Kaggle Hat,569,2015,1,19,Monday
341,2015-01-19,Sweden,KaggleRama,Kaggle Sticker,148,2015,1,19,Monday
